Cas592	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc
1	99.65836	97.78542	99.38177	97.26263	1086.90137	5502.52002	287.24075	0.00000	1.00000	632.55750	5813.06445	18989	1	-1	1	0	0
1	99.53302	97.72025	99.23814	97.22147	878.06854	4399.28662	292.67017	0.00000	1.00000	675.20972	4690.75684	19090	1	-1	1	0	0
1	99.77305	97.77798	99.37986	97.25830	1381.91895	5814.91016	261.91257	0.00000	1.00000	624.05920	6381.51807	19191	1	-1	1	0	0
1	99.80749	97.81078	99.35199	97.26279	985.03204	8383.45020	372.43011	0.00000	1.00000	518.42896	8154.27832	19292	1	-1	1	0	0
1	99.74592	97.79980	99.35158	97.21620	1091.41956	5587.69824	288.77841	0.00000	1.00000	600.68140	6072.96680	19393	1	-1	1	0	0
1	99.58808	97.93433	99.29853	97.27454	1215.75305	5450.84473	270.24982	0.00000	1.00000	628.60236	6156.93896	19494	1	-1	1	0	0
1	99.54851	97.97919	99.31108	97.30976	798.72388	4598.74121	306.10095	0.00000	1.00000	630.67047	5181.23828	19595	1	-1	1	0	0
1	99.57837	97.78886	99.33911	97.23791	1040.18506	5464.94434	292.60431	0.00000	1.00000	646.18646	6105.33838	19696	1	-1	1	0	0
1	99.56469	97.65182	99.26989	97.19530	1052.69360	4826.83789	274.49554	0.00000	1.00000	650.42365	5242.40869	19797	1	-1	1	0	0
1	99.78907	97.74302	99.34415	97.19270	952.24750	4547.64600	278.92966	0.00000	1.00000	699.64880	4974.77783	19898	1	-1	1	0	0
1	99.95326	98.07767	99.41218	97.38010	868.80560	9872.22363	418.18378	0.00000	1.00000	471.88437	9922.88867	19999	1	-1	1	0	0
1	99.77845	97.89592	99.30581	97.23066	1276.62708	5001.39111	250.76895	0.00000	1.00000	670.72949	5800.76270	20100	1	-1	1	0	0
1	99.69186	97.79720	99.37141	97.28540	1124.34766	4923.77490	267.16064	0.00000	1.00000	667.67413	5206.14648	20201	1	-1	1	0	0
1	99.42754	97.55980	99.21065	97.15035	1072.51538	5294.37988	283.60428	0.00000	1.00000	637.56885	5640.77881	20302	1	-1	1	0	0
1	99.63797	97.73203	99.38685	97.29338	1123.28430	6674.39307	313.67093	0.00000	1.00000	556.41388	7392.65088	20403	1	-1	1	0	0
1	99.61370	97.73849	99.33056	97.23244	1116.11914	5236.34912	282.46704	0.00000	1.00000	658.50220	5875.44727	20504	1	-1	1	0	0
1	99.57969	97.82451	99.30180	97.24618	1275.54700	8459.16895	328.70215	0.00000	1.00000	537.08856	8995.78613	20605	1	-1	1	0	0
1	99.65308	97.93564	99.40775	97.37164	1263.76416	4643.98535	244.56895	0.00000	1.00000	690.10480	5410.38184	20706	1	-1	1	0	0
1	99.40371	97.56042	99.19917	97.06599	1164.47815	3648.24805	216.21912	0.00000	1.00000	690.66852	4768.28711	20807	1	-1	1	0	0
1	99.67622	97.93631	99.39999	97.38400	1133.73584	4804.58350	262.33102	0.00000	1.00000	653.45319	5407.67041	20908	1	-1	1	0	0
1	99.66166	97.78073	99.36973	97.21848	1134.99670	4738.35547	260.85352	0.00000	1.00000	681.18512	5132.37207	21009	1	-1	1	0	0
1	99.47771	97.75842	99.25142	97.18870	1293.78931	4464.46924	232.22681	0.00000	1.00000	682.94812	5283.29688	21110	1	-1	1	0	0
1	99.60377	97.99361	99.35469	97.36465	1071.70801	5054.22705	276.96234	0.00000	1.00000	688.62775	6077.30615	21211	1	-1	1	0	0
1	99.62463	97.77345	99.33722	97.15462	1169.74207	4579.29346	253.15450	0.00000	1.00000	683.56213	5267.94678	21312	1	-1	1	0	0
1	99.60948	97.94587	99.31939	97.34964	1019.60345	8038.57617	358.59842	0.00000	1.00000	537.07672	8514.08398	21413	1	-1	1	0	0
1	99.63037	97.72296	99.30100	97.17025	1248.35388	4166.57373	233.22507	0.00000	1.00000	721.39453	4612.13672	21514	1	-1	1	0	0
1	99.76305	97.82877	99.41394	97.29320	1090.74023	3244.32666	219.49834	0.00000	1.00000	819.76923	3728.76929	21615	1	-1	1	0	0
1	99.54888	97.76821	99.25655	97.26231	1127.60706	3760.94434	230.79260	0.00000	1.00000	622.45038	4274.73877	21716	1	-1	1	0	0
1	99.62316	97.66399	99.33736	97.14476	1337.86401	4933.14404	245.14159	0.00000	1.00000	673.00751	5339.81250	21817	1	-1	1	0	0
1	99.66194	97.99489	99.31594	97.36691	1260.44141	7873.60107	319.03934	0.00000	1.00000	509.61783	8310.55273	21918	1	-1	1	0	0
1	99.75192	97.86320	99.41403	97.26268	1342.91223	4016.61792	220.40910	0.00000	1.00000	709.63550	4505.11230	22019	1	-1	1	0	0
1	99.49384	97.68488	99.22571	97.15145	926.06836	4988.06104	303.14221	0.00000	1.00000	676.19983	5397.00439	22120	1	-1	1	0	0
1	99.80453	98.14092	99.38868	97.38873	1069.62427	6246.29688	308.42593	0.00000	1.00000	603.70758	6586.31055	22322	1	-1	1	0	0
1	99.62863	97.48951	99.29914	97.14308	1731.40674	4637.50781	207.32477	0.00000	1.00000	698.48602	5135.84961	22524	1	-1	1	0	0
1	99.65787	97.60132	99.34902	97.23557	1064.05383	4561.13477	268.64893	0.00000	1.00000	612.90387	5167.40137	22625	1	-1	1	0	0
1	99.60309	97.78208	99.30752	97.26238	1253.60889	4202.04688	230.81219	0.00000	1.00000	708.44073	4838.97949	22726	1	-1	1	0	0
1	99.63198	97.92374	99.33608	97.29760	1228.87537	4424.88232	241.94513	0.00000	1.00000	656.54474	4867.38135	22827	1	-1	1	0	0
1	99.62966	97.88182	99.33295	97.26524	1063.34143	6522.28613	316.13885	0.00000	1.00000	546.68341	6756.91455	22928	1	-1	1	0	0
1	99.60828	97.78465	99.29224	97.19241	1378.55457	6402.11621	275.80093	0.00000	1.00000	587.43634	6885.09131	23029	1	-1	1	0	0
1	99.73359	97.92828	99.35399	97.31969	1141.30566	3388.97388	220.06255	0.00000	1.00000	689.02722	4145.31934	23130	1	-1	1	0	0
1	99.75655	97.79823	99.34370	97.17598	1312.47852	6204.99121	277.57153	0.00000	1.00000	612.87134	6879.21680	23231	1	-1	1	0	0
1	99.71709	97.97540	99.29639	97.35239	1080.92041	6900.74121	328.50241	0.00000	1.00000	618.47577	7494.10205	23332	1	-1	1	0	0
1	99.80704	97.74609	99.39595	97.15002	1447.98584	4289.22607	219.72058	0.00000	1.00000	682.07074	4632.23340	23433	1	-1	1	0	0
1	99.62273	97.92794	99.24466	97.31155	1176.30383	5647.99756	274.99496	0.00000	1.00000	619.79846	6156.03857	23534	1	-1	1	0	0
1	99.77597	97.87005	99.36711	97.20737	1187.60425	6541.87646	299.50177	0.00000	1.00000	600.43805	7207.04883	23635	1	-1	1	0	0
1	99.77389	97.99274	99.33278	97.32957	1317.32141	3728.40820	214.62350	0.00000	1.00000	684.80609	4189.84766	23736	1	-1	1	0	0
1	99.75345	97.80096	99.32630	97.17384	1185.56287	4809.16943	257.01514	0.00000	1.00000	604.90173	5470.45557	23837	1	-1	1	0	0
1	99.74072	97.92392	99.30831	97.31756	955.86029	5020.41016	292.97195	0.00000	1.00000	640.38074	5739.48145	23938	1	-1	1	0	0
1	99.80929	97.78146	99.38756	97.21707	1584.88794	5623.57666	240.33955	0.00000	1.00000	642.34534	6210.36670	24039	1	-1	1	0	0
1	99.63739	97.77827	99.31566	97.22923	970.39648	3756.52539	251.45300	0.00000	1.00000	670.56763	4203.80957	24140	1	-1	1	0	0
1	99.51359	97.86756	99.23628	97.31130	1131.47607	4440.39893	252.49998	0.00000	1.00000	676.70508	5307.37500	24241	1	-1	1	0	0
1	99.76275	97.71628	99.42588	97.20501	1102.60620	6402.73145	305.28934	0.00000	1.00000	567.18109	6904.47656	24342	1	-1	1	0	0
1	99.61870	97.75331	99.26395	97.22648	912.53900	2820.89673	223.32294	0.00000	1.00000	729.94397	3438.40283	24443	1	-1	1	0	0
1	99.73429	97.89486	99.31620	97.27891	1176.42212	5819.67041	287.94946	0.00000	1.00000	598.61066	6449.73145	24544	1	-1	1	0	0
1	99.90158	97.92909	99.42781	97.23081	1240.94568	7378.30273	311.27667	0.00000	1.00000	564.81543	7931.61426	24645	1	-1	1	0	0
1	99.66615	98.05009	99.24165	97.30173	1131.55469	6443.62891	304.46973	0.00000	1.00000	578.90308	6935.42090	24746	1	-1	1	0	0
1	99.77953	97.97020	99.36855	97.24564	872.37354	3690.00977	262.91971	0.00000	1.00000	693.81494	4185.62646	24847	1	-1	1	0	0
1	99.73094	97.91428	99.34523	97.21783	1456.67578	6311.42773	265.67810	0.00000	1.00000	602.04639	7119.83838	24948	1	-1	1	0	0
1	99.61227	97.99627	99.28588	97.29275	982.61023	6002.77100	309.66687	0.00000	1.00000	562.85229	6639.69043	25049	1	-1	1	0	0
1	99.66425	97.91326	99.35487	97.23334	1477.54187	3958.96753	208.86411	0.00000	1.00000	697.54138	4466.46533	25150	1	-1	1	0	0
1	99.60883	97.90436	99.29723	97.26413	1120.64368	7229.45020	324.25601	0.00000	1.00000	582.01886	7258.52832	25251	1	-1	1	0	0
1	99.67907	97.84538	99.32640	97.20777	1319.01282	4264.81396	229.48622	0.00000	1.00000	699.13818	4877.54736	25352	1	-1	1	0	0
1	99.75845	97.96533	99.34332	97.29757	1132.92847	4631.02051	258.12024	0.00000	1.00000	707.00439	5155.89014	25453	1	-1	1	0	0
1	99.79774	97.83738	99.29346	97.23199	1429.42529	4926.38574	236.99461	0.00000	1.00000	637.18591	5455.35010	25655	1	-1	1	0	0
1	99.95994	97.85339	99.42255	97.20370	1212.12549	6209.37109	288.89975	0.00000	1.00000	617.04102	6956.97461	25756	1	-1	1	0	0
1	99.74076	98.06644	99.24857	97.38152	876.20166	11038.33496	453.11661	0.00000	1.00000	443.06451	10493.38672	25857	1	-1	1	0	0
1	99.84249	97.75486	99.37205	97.14973	1038.20032	5916.45508	306.20853	0.00000	1.00000	605.98590	6339.35254	25958	1	-1	1	0	0
1	99.76771	97.85397	99.25674	97.28341	1144.29358	4677.91406	258.11813	0.00000	1.00000	683.52441	5166.88770	26059	1	-1	1	0	0
1	99.98338	97.82652	99.39781	97.19374	1108.74109	5523.73975	284.92593	0.00000	1.00000	632.58246	5893.44043	26160	1	-1	1	0	0
1	99.91969	98.03589	99.36648	97.33745	1310.47888	5288.28320	256.45053	0.00000	1.00000	677.74939	5859.26514	26261	1	-1	1	0	0
1	99.69891	97.90040	99.24458	97.21463	1025.32947	3975.23218	251.34837	0.00000	1.00000	701.53113	4516.72168	26362	1	-1	1	0	0
1	99.81531	97.91430	99.38167	97.21410	1015.56018	6915.03369	329.07050	0.00000	1.00000	562.04590	7336.85254	26463	1	-1	1	0	0
1	99.71624	98.08279	99.25628	97.31107	1249.72314	5543.40039	268.96176	0.00000	1.00000	659.03699	6084.07324	26564	1	-1	1	0	0
1	99.90903	98.01328	99.40998	97.24596	1205.10193	7505.31641	319.12411	0.00000	1.00000	558.91229	8475.19434	26665	1	-1	1	0	0
1	99.77238	97.96663	99.30419	97.22970	1165.04517	5900.34277	287.29010	0.00000	1.00000	615.15662	6647.08252	26766	1	-1	1	0	0
1	99.73132	98.00968	99.24534	97.28274	1130.21729	7967.22119	338.94110	0.00000	1.00000	571.09357	8504.66113	26867	1	-1	1	0	0
1	100.02797	97.92778	99.45740	97.23705	1166.61108	8521.46582	345.20871	0.00000	1.00000	547.65350	9277.66211	26968	1	-1	1	0	0
1	99.80375	97.90488	99.24359	97.24903	1103.81238	3712.01636	233.84317	0.00000	1.00000	690.52667	4422.83301	27069	1	-1	1	0	0
1	99.92064	97.89323	99.42017	97.25335	1124.99805	4272.04346	248.68369	0.00000	1.00000	700.84851	4869.78906	27170	1	-1	1	0	0
1	99.66498	97.87548	99.24080	97.17390	1384.15515	4783.04102	237.51395	0.00000	1.00000	698.42810	5225.29541	27271	1	-1	1	0	0
1	99.76119	98.17568	99.29021	97.38041	1006.00769	6505.03418	324.64365	0.00000	1.00000	576.79730	7027.06738	27372	1	-1	1	0	0
1	100.01476	97.95754	99.41666	97.19019	1073.43481	4473.13281	260.61432	0.00000	1.00000	657.64618	4885.84570	27473	1	-1	1	0	0
1	99.91283	97.98685	99.34113	97.26240	911.18811	10159.61719	426.25220	0.00000	1.00000	454.00677	9423.83008	27574	1	-1	1	0	0
1	99.75648	97.97394	99.28853	97.25259	1516.32007	4576.49951	221.42549	0.00000	1.00000	665.79517	5299.12109	27675	1	-1	1	0	0
1	99.75924	97.95799	99.31889	97.24381	1437.48962	5074.73438	239.85274	0.00000	1.00000	610.85181	5675.70508	27776	1	-1	1	0	0
1	99.80040	97.97475	99.33286	97.27419	1029.75635	7827.96875	351.97867	0.00000	1.00000	577.96338	8008.91943	27877	1	-1	1	0	0
1	99.82375	97.90093	99.28027	97.20187	995.38885	4948.37646	284.24695	0.00000	1.00000	675.47260	5512.18506	27978	1	-1	1	0	0
1	100.04353	98.02982	99.43044	97.27372	909.97693	6741.01514	355.25177	0.00000	1.00000	587.48212	7065.94531	28079	1	-1	1	0	0
1	99.85093	98.07229	99.29891	97.31260	1212.30005	6527.90674	296.23669	0.00000	1.00000	579.15491	6763.12744	28180	1	-1	1	0	0
1	99.77433	97.86794	99.28161	97.20699	1563.10547	5015.99170	228.66850	0.00000	1.00000	651.45245	5734.68848	28281	1	-1	1	0	0
1	99.88669	97.84277	99.40334	97.24976	1024.46106	7279.15430	340.29385	0.00000	1.00000	560.48267	7733.93359	28382	1	-1	1	0	0
1	99.69506	97.82584	99.27352	97.21553	1471.68591	5327.25586	242.89130	0.00000	1.00000	588.32043	5718.99023	28483	1	-1	1	0	0
1	99.72308	97.95701	99.30173	97.26955	1382.59888	4948.44873	241.48906	0.00000	1.00000	591.12762	5565.81055	28584	1	-1	1	0	0
1	99.86004	98.01881	99.36820	97.27390	1102.19092	3941.88062	241.59146	0.00000	1.00000	652.66858	4492.28467	28685	1	-1	1	0	0
1	99.83689	97.99212	99.33102	97.26256	1499.58508	6052.44092	256.15372	0.00000	1.00000	638.14850	6843.28760	28786	1	-1	1	0	0
1	99.80213	97.92141	99.32972	97.26820	1635.26831	4204.06738	204.57545	0.00000	1.00000	729.67999	4845.00000	28887	1	-1	1	0	0
1	99.76085	97.78278	99.27987	97.19380	992.77350	4093.89185	259.50983	0.00000	1.00000	673.60529	4770.86768	28988	1	-1	1	0	0
1	99.91635	97.87846	99.41635	97.21262	857.74799	4655.37598	298.05713	0.00000	1.00000	654.92474	5191.88330	29089	1	-1	1	0	0
1	99.71564	98.13644	99.27415	97.37967	1446.65015	5577.64648	250.77953	0.00000	1.00000	648.36780	6420.80713	29190	1	-1	1	0	0
1	99.73183	97.87823	99.28645	97.12556	1057.22400	7540.29199	344.62411	0.00000	1.00000	541.60370	8099.90771	29291	1	-1	1	0	0
1	99.91909	98.13044	99.38978	97.34013	1154.42517	5273.83496	272.52756	0.00000	1.00000	612.41461	5871.63672	29392	1	-1	1	0	0
1	99.85923	98.02771	99.32037	97.22063	1346.86267	5084.80029	248.04915	0.00000	1.00000	617.34796	5695.30273	29493	1	-1	1	0	0
1	99.83049	98.05052	99.36472	97.25114	1101.93677	4272.62549	251.51631	0.00000	1.00000	669.66431	4767.39063	29594	1	-1	1	0	0
1	99.65250	98.07692	99.29835	97.26065	1145.83521	5882.85156	289.43182	0.00000	1.00000	604.56500	6456.87305	29695	1	-1	1	0	0
1	99.59309	98.06816	99.25293	97.25661	1591.69800	6508.34619	258.12497	0.00000	1.00000	606.16827	7482.79297	29796	1	-1	1	0	0
1	99.84002	98.04005	99.40305	97.28379	1102.51257	6475.56738	309.32559	0.00000	1.00000	662.73053	7087.73682	29897	1	-1	1	0	0
1	99.78684	97.88124	99.30906	97.17035	1287.95679	4318.17383	233.08540	0.00000	1.00000	683.88904	4774.77393	29998	1	-1	1	0	0
1	99.81107	98.05204	99.32881	97.31754	1238.82288	9050.56348	345.98010	0.00000	1.00000	497.43011	9620.24707	30099	1	-1	1	0	0
1	99.83367	97.95847	99.32167	97.18799	1410.74683	9004.94043	322.65558	0.00000	1.00000	586.78821	9473.29688	30200	1	-1	1	0	0
1	99.88374	98.12386	99.28942	97.33303	1058.21387	6039.58789	304.98309	0.00000	1.00000	648.31183	6750.20410	30301	1	-1	1	0	0
1	100.09344	97.96156	99.41707	97.18481	1166.99377	5267.79932	271.23114	0.00000	1.00000	637.59009	5515.24805	30402	1	-1	1	0	0
1	99.94511	98.06979	99.31599	97.29324	1425.48267	7566.65625	294.18076	0.00000	1.00000	611.93353	8173.66357	30503	1	-1	1	0	0
1	99.84395	98.01154	99.31078	97.25897	956.46594	5201.30225	297.44598	0.00000	1.00000	689.05573	5707.60889	30604	1	-1	1	0	0
1	99.81223	97.92330	99.22904	97.23027	1134.85181	6819.40723	329.48520	0.00000	1.00000	599.88519	7350.86816	30705	1	-1	1	0	0
1	100.18491	97.92157	99.55296	97.21974	940.49438	3668.88135	252.09561	0.00000	1.00000	729.00592	4173.85010	30806	1	-1	1	0	0
1	99.64827	98.05108	99.20125	97.31378	1478.99609	4973.89893	233.94455	0.00000	1.00000	650.61615	5444.59619	30907	1	-1	1	0	0
1	99.61922	97.93069	99.24971	97.24071	1073.31580	5688.60889	296.86035	0.00000	1.00000	661.32562	6224.85938	31008	1	-1	1	0	0
1	99.91028	97.85358	99.42022	97.25251	1174.47314	5918.72949	286.04477	0.00000	1.00000	600.57996	6628.50098	31109	1	-1	1	0	0
1	99.83206	97.77247	99.28284	97.15208	1141.85071	4297.73975	247.55156	0.00000	1.00000	694.67023	4888.24414	31210	1	-1	1	0	0
1	99.93774	98.09706	99.37458	97.37683	1049.77515	5584.23633	294.53558	0.00000	1.00000	631.72247	6097.93994	31311	1	-1	1	0	0
1	99.85667	97.91843	99.34554	97.19181	1434.36792	5179.14209	242.16655	0.00000	1.00000	669.19324	5846.16895	31412	1	-1	1	0	0
1	99.70358	97.98141	99.24961	97.26841	1261.45618	5265.08154	258.14429	0.00000	1.00000	596.86639	6132.34033	31513	1	-1	1	0	0
1	99.86851	97.97832	99.33007	97.25036	1030.03235	9323.24902	384.34357	0.00000	1.00000	505.40057	9384.98730	31614	1	-1	1	0	0
1	100.02951	97.98148	99.37979	97.24033	1278.85645	4915.04004	250.27463	0.00000	1.00000	667.95264	5473.18408	31715	1	-1	1	0	0
1	99.98360	98.03198	99.35948	97.29536	1033.91919	6020.35010	308.05460	0.00000	1.00000	617.67749	6659.06250	31816	1	-1	1	0	0
1	99.80948	97.90617	99.28773	97.22624	1314.27258	6004.92236	272.90610	0.00000	1.00000	671.74316	6448.41895	31917	1	-1	1	0	0
1	99.79739	97.88256	99.29935	97.20941	1006.00085	5129.43311	288.27802	0.00000	1.00000	657.24829	5624.79492	32018	1	-1	1	0	0
1	99.90316	98.03188	99.41761	97.25449	1267.33179	6566.35107	290.56647	0.00000	1.00000	716.64771	6984.80762	32119	1	-1	1	0	0
1	99.64657	98.17371	99.22343	97.34658	1024.26648	7020.90088	334.22583	0.00000	1.00000	586.58301	7189.42480	32220	1	-1	1	0	0
1	99.81271	97.93205	99.38777	97.18330	1331.18396	4987.67285	247.13362	0.00000	1.00000	676.55304	5887.17383	32321	1	-1	1	0	0
1	99.73950	97.96548	99.28092	97.20846	969.80835	4942.80469	288.25146	0.00000	1.00000	681.02234	5278.44141	32422	1	-1	1	0	0
1	99.85812	98.17688	99.41339	97.37203	1104.45959	6624.03320	326.21130	0.00000	1.00000	616.05157	6849.70850	32523	1	-1	1	0	0
1	99.63184	97.90234	99.19331	97.14825	1375.26526	4339.30225	223.47607	0.00000	1.00000	656.68353	5332.91162	32624	1	-1	1	0	0
1	99.95185	98.04527	99.35858	97.25917	1191.69092	6166.03564	288.84296	0.00000	1.00000	641.24188	6653.95117	32725	1	-1	1	0	0
1	100.15473	98.16145	99.47284	97.34486	1017.13629	9112.21680	382.67325	0.00000	1.00000	511.14377	9185.40625	32826	1	-1	1	0	0
1	99.77186	97.90064	99.24946	97.18892	1288.72485	5342.14307	259.57904	0.00000	1.00000	659.65265	5950.68164	32927	1	-1	1	0	0
1	99.70297	97.89162	99.28880	97.20308	1212.08862	4557.82227	247.56192	0.00000	1.00000	649.48395	5034.90332	33028	1	-1	1	0	0
1	99.79385	98.08167	99.29915	97.27842	1394.75159	9237.31641	335.09006	0.00000	1.00000	537.80292	10484.92676	33129	1	-1	1	0	0
1	100.00549	98.16737	99.39022	97.35734	997.69507	11863.84375	439.06735	0.00000	1.00000	436.40137	11326.96582	33230	1	-1	1	0	0
1	99.96871	97.82457	99.32851	97.09257	1291.25110	5872.32813	276.31180	0.00000	1.00000	663.92670	6478.83252	33331	1	-1	1	0	0
1	99.93028	98.12508	99.25179	97.35254	1128.44507	4609.80811	258.25134	0.00000	1.00000	674.47278	5777.18066	33432	1	-1	1	0	0
1	100.20325	98.02098	99.49982	97.21849	1087.86060	4207.85059	250.58675	0.00000	1.00000	630.76227	5033.94336	33533	1	-1	1	0	0
1	99.78175	98.05115	99.17229	97.28685	1541.52820	4639.36670	221.46803	0.00000	1.00000	690.81689	5562.57764	33634	1	-1	1	0	0
1	99.98837	97.93933	99.39509	97.18462	1252.19617	6173.96387	283.64346	0.00000	1.00000	614.63885	6656.02881	33735	1	-1	1	0	0
1	99.92657	98.09985	99.29372	97.36999	1512.28345	5051.31494	233.31938	0.00000	1.00000	696.11414	5398.14453	33836	1	-1	1	0	0
1	100.00461	97.78175	99.34972	97.15430	1529.33325	7176.45752	276.16217	0.00000	1.00000	618.51831	8100.04199	33937	1	-1	1	0	0
1	99.99680	97.85555	99.34470	97.22229	1274.93628	4097.26367	228.26567	0.00000	1.00000	676.61627	4901.59326	34038	1	-1	1	0	0
1	99.92188	98.05170	99.32136	97.31954	1445.75366	6611.05762	273.01224	0.00000	1.00000	623.31384	7114.15381	34139	1	-1	1	0	0
1	99.87374	97.97584	99.34467	97.28717	1225.79187	4237.89453	237.39883	0.00000	1.00000	743.39093	4881.22656	34240	1	-1	1	0	0
1	99.75783	97.75452	99.28316	97.15180	1811.75586	6009.16797	232.46379	0.00000	1.00000	632.81317	6841.66895	34341	1	-1	1	0	0
1	99.82372	97.93726	99.33200	97.21989	1731.28198	6682.08398	250.90891	0.00000	1.00000	569.94641	7825.33984	34442	1	-1	1	0	0
1	99.87581	98.25432	99.34753	97.39511	1211.78345	7119.11182	310.93030	0.00000	1.00000	586.02502	8124.37451	34543	1	-1	1	0	0
1	99.85043	97.99340	99.23345	97.18939	1480.25195	7190.40137	281.39340	0.00000	1.00000	590.78693	7643.32861	34644	1	-1	1	0	0
1	100.21157	97.98232	99.50060	97.28766	1161.37280	6491.54102	301.82407	0.00000	1.00000	648.01703	6864.57422	34745	1	-1	1	0	0
1	99.87686	97.82511	99.21536	97.19215	1081.48413	6996.72705	324.71472	0.00000	1.00000	592.39441	7337.13965	34846	1	-1	1	0	0
1	99.99625	97.90856	99.37316	97.26507	1405.64941	6068.86523	265.23453	0.00000	1.00000	630.36786	6577.80371	34947	1	-1	1	0	0
1	99.87362	97.97141	99.24639	97.24781	1146.33508	4274.67236	246.31502	0.00000	1.00000	660.12701	4686.82666	35149	1	-1	1	0	0
1	100.14529	98.02019	99.50407	97.32253	1086.87915	7375.88574	332.57437	0.00000	1.00000	568.85406	7637.65039	35250	1	-1	1	0	0
1	99.70514	97.78175	99.17175	97.14469	1187.80981	4704.32764	253.75739	0.00000	1.00000	699.62927	5313.26807	35351	1	-1	1	0	0
1	99.89495	97.97602	99.33462	97.27445	1138.04456	5137.03809	271.27335	0.00000	1.00000	640.24902	5400.77441	35452	1	-1	1	0	0
1	100.06279	98.08221	99.37571	97.25674	1271.38123	6232.02148	282.46362	0.00000	1.00000	586.68445	7011.89063	35553	1	-1	1	0	0
1	100.04052	98.17081	99.43001	97.20904	1278.68604	7208.30762	303.45059	0.00000	1.00000	549.57233	7704.68994	35654	1	-1	1	0	0
1	99.60272	98.43615	99.14675	97.43099	783.72974	8466.03906	419.58234	0.00000	1.00000	603.96838	6423.79053	35755	1	-1	1	0	0
1	99.89691	97.97605	99.40242	97.10956	1436.27368	5786.47461	255.99046	0.00000	1.00000	628.37146	6513.71533	35856	1	-1	1	0	0
1	99.89454	98.08755	99.32359	97.31917	921.22217	4669.37305	287.57199	0.00000	1.00000	675.39294	5321.17432	35957	1	-1	1	0	0
1	99.91129	97.92684	99.32808	97.12215	1037.47449	6363.15576	316.08234	0.00000	1.00000	636.32825	6750.79395	36058	1	-1	1	0	0
1	99.92924	98.29237	99.36002	97.44094	1047.59058	7940.61182	351.53799	0.00000	1.00000	562.19275	8217.17969	36159	1	-1	1	0	0
1	99.81811	97.89385	99.26989	97.09814	1495.45422	6308.16406	262.17575	0.00000	1.00000	642.74841	6883.29150	36260	1	-1	1	0	0
1	99.94307	98.11480	99.36574	97.31136	1099.78381	7956.90869	343.29327	0.00000	1.00000	558.18201	8255.45020	36361	1	-1	1	0	0
1	99.91774	98.09760	99.22531	97.26646	1474.48059	6295.52734	263.79242	0.00000	1.00000	630.27582	6845.10449	36462	1	-1	1	0	0
1	100.31213	98.02065	99.54094	97.19552	1140.80188	15206.01855	465.69760	0.00000	1.00000	381.33548	13711.61523	36563	1	-1	1	0	0
1	99.84673	98.17224	99.16990	97.26692	1418.66931	6462.42920	272.45590	0.00000	1.00000	634.35785	7042.05176	36664	1	-1	1	0	0
1	100.01832	98.26563	99.39021	97.28426	814.27557	9148.13086	427.81448	0.00000	1.00000	504.48071	8672.98047	36765	1	-1	1	0	0
1	99.94072	98.22887	99.33280	97.32470	1262.07666	7170.82422	304.51697	0.00000	1.00000	565.85510	8287.62012	36866	1	-1	1	0	0
1	99.84315	97.89430	99.30335	97.12704	1225.19788	4977.50928	257.49332	0.00000	1.00000	626.06000	5582.49805	36967	1	-1	1	0	0
1	99.84538	98.06255	99.29630	97.33432	850.46411	4454.20264	292.15762	0.00000	1.00000	689.92737	5620.81592	37068	1	-1	1	0	0
1	99.97824	97.89789	99.32500	97.22271	1278.11694	5418.98584	262.85922	0.00000	1.00000	634.56488	5883.87988	37169	1	-1	1	0	0
1	100.12719	97.84904	99.42470	97.21980	844.89374	7773.64893	387.24448	0.00000	1.00000	516.46838	8135.29053	37270	1	-1	1	0	0
1	99.88573	97.93021	99.27496	97.22579	1164.92383	5988.45361	288.09375	0.00000	1.00000	609.34747	6710.31494	37371	1	-1	1	0	0
1	99.85706	98.11959	99.28633	97.32984	1204.61926	6236.61377	290.32327	0.00000	1.00000	612.65851	6802.53516	37472	1	-1	1	0	0
1	99.99904	97.99476	99.36768	97.13762	1300.37732	7089.33496	298.06650	0.00000	1.00000	599.23920	7709.02197	37573	1	-1	1	0	0
1	99.98314	98.33379	99.35641	97.41921	1160.42578	20076.96875	529.48810	0.00000	1.00000	207.05096	16189.72363	37674	1	-1	1	0	0
1	99.85217	97.99693	99.31678	97.11927	1601.80762	6424.82031	255.65900	0.00000	1.00000	617.85791	6973.55225	37775	1	-1	1	0	0
1	99.76553	98.19452	99.29207	97.36387	1315.38403	4431.72070	234.30246	0.00000	1.00000	686.42688	5029.32813	37876	1	-1	1	0	0
1	99.82497	97.93921	99.28053	97.21210	1623.14172	5182.01074	228.10524	0.00000	1.00000	677.12823	5581.79395	37977	1	-1	1	0	0
1	100.08051	97.84120	99.40652	97.20970	1110.97742	5654.51855	287.94894	0.00000	1.00000	637.34583	6154.35645	38078	1	-1	1	0	0
1	100.02195	97.91345	99.29855	97.17903	1448.71008	6161.00977	263.22665	0.00000	1.00000	573.16016	6882.99805	38179	1	-1	1	0	0
1	100.08362	98.28457	99.37224	97.38872	1076.13953	7601.10791	342.73911	0.00000	1.00000	509.96960	7976.75977	38280	1	-1	1	0	0
